id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
8449,M,1.35,1.05,0.3625,19.91552375,7.24329725,3.95475525,6.23689,8.0
8450,F,1.675,1.3,0.45,38.82464025,17.57669,8.0229085,10.6310625,9.0
8451,F,1.475,1.1625,0.4,29.69610125,12.643877,6.917278,7.7961125,14.0
8452,F,1.575,1.225,0.4125,36.7693015,14.13222575,9.241937,9.922325,10.0
8453,I,0.9625,0.7625,0.2375,8.9300925,6.05261825,1.80019325,2.551455,6.0
8454,F,1.7875,1.4125,0.4375,50.8306535,24.39474475,10.8011595,14.74174,11.0
8455,M,1.4375,1.15,0.4125,29.80949925,11.5949455,4.592619,9.7805775,13.0
8456,F,1.0125,0.75,0.225,9.82310175,4.46504625,2.25378525,2.9766975,7.0
8457,F,1.55,1.275,0.4375,32.6302745,12.82814875,6.690482,10.489315,8.0
8458,I,1.225,0.925,0.35,15.88989475,6.0951425,3.84135725,4.252425,10.0
8459,I,1.3125,0.975,0.3,16.215914,7.29999625,3.64291075,4.26659975,7.0
8460,I,0.9625,0.7375,0.2125,7.1724235,3.061746,1.51669825,2.26796,8.0
8461,I,0.775,0.5875,0.1625,3.6003865,1.474174,0.907184,0.97805775,6.0
8462,I,1.225,0.975,0.3125,17.19397175,6.7188315,4.26659975,5.2446575,8.0
8463,M,1.25,1.0125,0.375,20.22736825,6.90310325,4.91863825,6.0951425,12.0
8464,M,1.5375,1.1875,0.4,39.22153325,19.674553,8.23552975,8.788345,14.0
8465,F,1.6,1.3125,0.4875,45.529297,21.16290175,9.39785925,11.623295,11.0
8466,I,1.0375,0.8125,0.25,9.752228,3.41611475,1.91359125,2.9766975,7.0
8467,I,0.5,0.375,0.1,1.09145575,0.3118445,0.18427175,0.3118445,6.0
8468,F,1.4375,1.125,0.3875,27.555714,12.94154675,5.40057975,8.221355,10.0
8469,F,1.675,1.35,0.4125,41.673765,15.26620575,7.86698625,12.190285,18.0
8470,F,1.5,1.1875,0.425,38.34269875,19.220961,8.34892775,8.68912175,8.0
8471,M,1.65,1.3125,0.45,50.8306535,23.0481435,11.35397475,9.355335,12.0
8472,I,0.7,0.525,0.1875,3.13261975,1.304077,0.737087,0.9922325,6.0
8473,F,1.4625,1.1625,0.375,27.669112,11.0846545,6.76135575,7.087375,11.0
8474,M,1.7375,1.4125,0.4375,49.32813,25.231055,9.99319875,11.453198,10.0
8475,F,1.375,1.1,0.4125,25.51455,9.62465525,4.80524025,9.2135875,15.0
8476,I,1.0,0.775,0.2375,8.5898985,3.98310475,1.70097,2.26796,6.0
8477,F,1.4625,1.2,0.4625,30.43318825,13.5794105,7.597666,8.50485,15.0
8478,F,1.1625,0.8875,0.3,12.0485375,5.5848515,2.6365035,3.78465825,7.0
8479,F,1.45,1.15,0.3875,27.20134525,12.34620725,5.76912325,7.087375,10.0
8480,F,1.475,1.1125,0.375,25.69882175,11.5382465,6.0951425,6.9456275,10.0
8481,I,1.4375,1.125,0.4,24.59319125,11.04213025,4.309124,7.711064,9.0
8482,F,1.5125,1.15,0.375,32.16250775,12.85649825,7.32834575,9.63883,15.0
8483,F,1.4875,1.15,0.425,31.581343,14.13222575,7.98038425,8.6465975,13.0
8484,M,1.5625,1.2125,0.3625,29.21415975,14.33067225,6.463686,7.881161,9.0
8485,F,1.45,1.175,0.4125,28.5479465,12.79979925,5.96756975,8.03708325,9.0
8486,I,0.7,0.5,0.2125,3.6003865,1.17650425,0.680388,0.850485,7.0
8487,I,0.9,0.6625,0.2,5.1879585,2.211261,1.6159215,1.70097,6.0
8488,M,1.425,1.125,0.3625,25.1460065,10.07824725,6.05261825,6.9456275,9.0
8489,M,1.625,1.275,0.4,45.3592,16.6411565,9.99319875,11.49572225,14.0
8490,I,1.25,0.975,0.2875,18.01610725,6.25106475,3.7137845,5.953395,14.0
8491,F,1.2125,0.9375,0.35,20.638436,6.44951125,3.72795925,7.2291225,19.0
8492,I,1.4875,1.125,0.3625,26.20911275,11.4815475,5.499803,7.1724235,11.0
8493,M,1.525,1.2,0.4625,30.63163475,14.63164675,6.36446275,8.32057825,10.0
8494,F,1.425,1.125,0.4125,22.29688175,9.90815025,4.4508715,7.35669525,11.0
8495,M,1.7125,1.2875,0.475,45.7277435,20.0430965,10.19164525,13.324265,11.0
8496,F,1.6,1.25,0.4,32.16250775,14.92601175,6.3786375,8.845044,10.0
8497,F,1.625,1.3,0.475,38.90968875,15.43630275,7.881161,13.891255,17.0
8498,M,1.5,1.2375,0.4625,34.189497,13.31009025,6.633783,9.2135875,10.0
8499,M,1.575,1.2,0.3875,29.01571325,12.870673,5.726599,8.788345,12.0
8500,F,1.4875,1.1625,0.3875,30.4190135,10.81533425,6.577084,10.6310625,12.0
8501,M,1.3,1.0625,0.325,20.3265915,8.3064035,4.43669675,5.5281525,12.0
8502,M,1.175,0.925,0.3375,14.7700895,6.10931725,2.721552,4.252425,9.0
8503,F,1.7875,1.4625,0.4625,49.90929475,23.6151335,10.432616,15.7906715,11.0
8504,F,1.775,1.4125,0.4375,51.21337175,18.0586315,10.262519,14.5432935,10.0
8505,I,0.4375,0.3,0.1,0.86465975,0.21262125,0.1417475,0.21262125,4.0
8506,M,1.3125,0.975,0.3875,20.53921275,7.654365,4.8477645,7.2291225,11.0
8507,F,1.5625,1.2125,0.375,32.98464325,14.92601175,6.95980225,9.355335,10.0
8508,I,1.3125,0.9875,0.325,15.66309875,6.973977,3.81300775,4.6776675,8.0
8509,I,1.375,1.0375,0.375,21.72989175,9.42620875,4.989512,5.953395,8.0
8510,F,1.6125,1.3,0.475,48.60639975,14.911837,8.731646,13.891255,13.0
8511,I,0.9625,0.725,0.225,7.654365,2.42388225,1.11980525,2.26796,6.0
8512,I,1.1875,0.875,0.325,14.571643,7.0590255,3.345241,3.4869885,6.0
8513,I,1.2125,1.0,0.35,17.95940825,8.40562675,3.72795925,4.7910655,9.0
8514,I,1.4375,1.125,0.4,26.251637,11.4815475,6.27941425,8.3631025,15.0
8515,M,1.5875,1.2,0.45,34.5580405,16.51358375,6.61960825,10.6310625,9.0
8516,M,1.7625,1.35,0.5,50.008518,24.11124975,10.6877615,13.891255,11.0
8517,M,1.6125,1.2875,0.45,44.9906565,17.6617385,9.9506745,11.1980525,11.0
8518,I,1.175,0.9375,0.275,14.69921575,6.123492,2.99087225,3.8271825,8.0
8519,M,1.55,1.225,0.3875,34.6147395,12.60135275,8.15048125,8.50485,10.0
8520,I,0.9875,0.7625,0.225,8.15048125,3.912231,1.68679525,2.36718325,6.0
8521,I,1.425,1.1,0.325,20.638436,8.51902475,4.91863825,5.953395,11.0
8522,I,0.675,0.4875,0.15,1.80019325,0.77961125,0.510291,0.56699,7.0
8523,M,1.5,1.2125,0.375,29.7386255,12.94154675,6.80388,8.9300925,10.0
8524,F,1.4625,1.125,0.3875,26.591831,11.49572225,6.860579,7.5126175,12.0
8525,F,1.4625,1.125,0.3375,26.365035,12.3887315,5.93922025,7.12989925,8.0
8526,F,1.3875,1.075,0.4,24.84833675,12.927372,5.386405,6.80388,10.0
8527,F,1.275,0.975,0.2875,15.74814725,6.0384435,3.61456125,6.0951425,14.0
8528,I,1.0875,0.8125,0.25,9.4970825,3.47281375,1.80019325,2.9766975,7.0
8529,I,0.975,0.7375,0.225,7.93786,3.2601925,1.63009625,2.4097075,7.0
8530,I,0.5,0.3625,0.0,0.963883,0.35436875,0.21262125,0.3118445,4.0
8531,I,1.1,0.85,0.2625,12.6722265,5.329706,2.45223175,3.118445,6.0
8532,M,1.5875,1.2625,0.475,35.19590425,14.5432935,8.68912175,10.20582,16.0
8533,M,1.55,1.175,0.425,32.41765325,15.081934,6.47786075,9.07184,11.0
8534,M,1.55,1.1875,0.375,26.26581175,13.9196045,4.422522,6.23689,8.0
8535,I,1.275,0.9625,0.2875,16.102516,6.10931725,4.43669675,5.6982495,11.0
8536,M,1.5625,1.25,0.4375,34.189497,10.489315,6.93145275,10.0640725,13.0
8537,I,1.3125,1.0,0.375,23.09066775,12.1052365,5.59902625,4.9611625,8.0
8538,F,1.725,1.3375,0.45,44.04094825,19.0225145,10.2341695,12.190285,12.0
8539,F,1.4875,1.1875,0.4,31.75144,14.04717725,6.4920355,9.7805775,9.0
8540,I,1.2125,0.9125,0.3375,17.84601025,7.24329725,3.07592075,4.082328,9.0
8541,I,0.4375,0.2625,0.15,0.9922325,0.32601925,0.226796,0.283495,5.0
8542,M,1.25,0.975,0.35,16.31513725,6.633783,3.4869885,4.9611625,11.0
8543,F,1.625,1.225,0.425,37.83240775,15.46465225,8.901743,10.0640725,10.0
8544,I,1.0625,0.7875,0.25,10.9145575,3.118445,2.45223175,2.9766975,6.0
8545,M,1.55,1.225,0.425,43.02036625,26.26581175,8.85921875,8.3631025,9.0
8546,F,1.875,1.3875,0.4875,52.29065275,15.87572,11.8784405,13.60776,20.0
8547,M,1.45,1.1125,0.5,35.36600125,13.60776,6.87475375,11.90679,20.0
8548,F,1.6375,1.275,0.375,38.20095125,17.73261225,8.15048125,10.61688775,29.0
8549,F,1.75,1.4375,0.575,51.95045875,19.94387325,11.9351395,16.44271,16.0
8550,F,1.5625,1.2375,0.4375,31.08522675,12.587178,7.7961125,8.391452,10.0
8551,M,1.5625,1.2125,0.4125,29.18581025,10.6310625,6.47786075,9.07184,10.0
8552,I,1.1625,0.875,0.275,10.44679075,4.97533725,2.4097075,3.8271825,9.0
8553,F,1.325,1.0625,0.3625,21.4605715,9.56795625,4.876114,5.17378375,10.0
8554,M,1.625,1.2875,0.4,34.6147395,15.37960375,8.60407325,9.4970825,10.0
8555,M,1.425,1.1125,0.4125,24.62154075,10.9712565,4.932813,6.9456275,12.0
8556,M,1.475,1.175,0.3875,31.1561005,15.252031,5.71242425,7.881161,9.0
8557,F,1.3875,1.1125,0.4,26.46425825,8.9300925,5.06038575,10.0640725,12.0
8558,F,1.325,1.025,0.35,21.0069795,8.845044,5.5848515,5.6699,8.0
8559,F,1.25,1.0,0.3125,18.80989325,7.427569,4.139027,5.953395,9.0
8560,I,0.8625,0.675,0.1875,5.556502,2.2963095,0.86465975,1.5025235,5.0
8561,M,0.9375,0.725,0.3,7.10154975,3.30271675,1.63009625,2.324659,7.0
8562,M,1.2125,0.95,0.375,16.99552525,6.73300625,3.55786225,4.3941725,10.0
8563,M,1.6625,1.2875,0.4375,38.9805625,17.690088,7.98038425,11.1980525,14.0
8564,I,0.4875,0.325,0.1125,0.907184,0.3118445,0.18427175,0.283495,4.0
8565,M,1.45,1.075,0.3875,24.79163775,12.1052365,5.6699,6.80388,11.0
8566,F,1.4125,1.05,0.375,23.85610425,10.9712565,5.783298,7.654365,11.0
8567,F,1.4875,1.15,0.425,28.5479465,13.53688625,5.96756975,6.23689,8.0
8568,M,1.5625,1.175,0.3875,32.034935,12.48795475,7.15824875,9.07184,9.0
8569,M,1.2875,0.9625,0.3125,15.1669825,6.747181,3.44446425,5.2446575,13.0
8570,F,1.6375,1.3,0.4625,38.838815,17.8318355,9.00096625,11.4815475,11.0
8571,I,0.9375,0.725,0.2375,6.1518415,2.28213475,1.6726205,1.984465,8.0
8572,I,1.25,0.925,0.3125,16.839603,7.93786,3.9405805,4.649318,8.0
8573,M,1.2125,0.9125,0.3,15.03940975,6.73300625,3.01922175,4.819415,10.0
8574,M,1.3875,1.1625,0.3625,24.8058125,11.623295,5.11708475,6.3786375,8.0
8575,I,1.3625,1.0625,0.3375,19.57532975,8.88756825,4.025629,5.2446575,8.0
8576,M,1.225,0.9625,0.3125,16.68368075,7.10154975,3.685435,5.5281525,11.0
8577,M,1.2125,0.975,0.3125,16.14504025,7.49844275,2.778251,4.3941725,10.0
8578,F,1.1,0.875,0.325,12.6722265,4.80524025,2.891649,4.53592,9.0
8579,M,1.5625,1.2,0.4125,34.79901125,16.62698175,8.43397625,8.9300925,9.0
8580,I,0.5,0.3375,0.1,0.793786,0.2551455,0.1417475,0.2551455,4.0
8581,I,0.9375,0.7,0.2375,7.1724235,3.18931875,1.63009625,2.1262125,7.0
8582,I,1.2375,0.95,0.3375,16.45688475,6.93145275,3.75630875,5.953395,12.0
8583,F,1.25,0.975,0.375,18.01610725,6.4353365,4.4508715,6.23689,12.0
8584,F,1.725,1.2875,0.425,44.21104525,18.38465075,9.015141,12.757275,13.0
8585,I,1.175,0.9,0.3,15.87572,7.72523875,3.798833,4.3941725,8.0
8586,I,1.0125,0.775,0.25,9.63883,4.12485225,2.28213475,2.28213475,7.0
8587,I,1.1875,0.9125,0.25,14.2030995,6.2652395,2.9199985,3.2601925,6.0
8588,M,0.8875,0.7375,0.275,7.6827145,2.7499015,1.077281,2.4097075,9.0
8589,F,1.5375,1.1875,0.425,32.0065855,13.551061,6.13766675,8.3631025,10.0
8590,I,1.275,1.0,0.3,16.62698175,6.93145275,3.1467945,4.6776675,8.0
8591,I,1.025,0.7875,0.225,9.525432,4.97533725,1.65844575,2.6932025,7.0
8592,M,1.6125,1.275,0.4,38.612019,15.52135125,8.15048125,11.509897,14.0
8593,I,1.125,0.8625,0.25,12.94154675,5.71242425,2.324659,3.5436875,9.0
8594,F,1.7,1.3625,0.5125,48.26502375,19.7029025,11.0846545,14.0330025,11.0
8595,I,1.25,0.975,0.3125,14.78426425,5.329706,2.2963095,4.819415,9.0
8596,M,1.2875,1.0,0.325,18.540573,8.91591775,3.7137845,4.9611625,9.0
8597,I,0.9625,0.75,0.225,7.49844275,3.04757125,1.37495075,2.26796,7.0
8598,M,1.375,1.0625,0.375,23.7285315,7.824462,5.1312595,7.087375,11.0
8599,M,1.6125,1.3,0.4375,50.008518,25.911443,10.24834425,11.679994,10.0
8600,F,1.625,1.25,0.4125,38.6403685,18.9091165,8.63242275,9.355335,11.0
8601,M,1.2125,0.9125,0.3,15.762322,7.427569,2.99087225,4.55009475,9.0
8602,F,1.475,1.125,0.4125,27.0170735,13.5227115,7.6827145,7.0590255,11.0
8603,M,1.175,0.9375,0.3125,15.83319575,6.42116175,3.8838815,4.3941725,8.0
8604,I,0.9125,0.6875,0.2125,6.3219385,3.1467945,0.94970825,2.05533875,7.0
8605,M,1.9,1.4875,0.5625,58.13064975,28.122704,12.06271225,14.514944,12.0
8606,F,1.3,1.025,0.3125,19.17843675,7.37087,4.4508715,5.5281525,11.0
8607,M,1.5125,1.175,0.3875,28.64716975,10.47514025,6.78970525,8.46232575,11.0
8608,I,0.9875,0.7625,0.25,9.11436425,3.96893,1.7293195,2.26796,8.0
8609,M,1.575,1.225,0.4,33.8776525,13.947954,8.391452,9.4970825,11.0
8610,I,1.15,0.9375,0.275,14.004653,5.99591925,2.96252275,4.3941725,8.0
8611,F,1.5125,1.175,0.375,27.37144225,10.035723,6.50621025,8.788345,9.0
8612,M,1.5,1.1625,0.4125,28.292801,11.94931425,4.932813,9.63883,16.0
8613,F,1.45,1.1375,0.475,31.31202275,11.3114505,6.1518415,10.0640725,10.0
8614,I,1.4125,1.0625,0.3125,18.6256215,9.015141,4.32329875,5.386405,8.0
8615,F,1.6375,1.2875,0.4,42.354153,20.87940675,9.76640275,10.489315,10.0
8616,F,1.3125,1.0,0.3375,23.24659,8.164656,5.17378375,7.7961125,12.0
8617,F,1.1875,0.9,0.3,13.8062065,5.329706,3.6003865,4.3941725,8.0
8618,I,1.1875,0.9,0.3125,14.7133905,7.3992195,2.93417325,3.96893,9.0
8619,F,1.275,1.0125,0.325,18.10115575,8.34892775,4.479221,5.5281525,8.0
8620,I,0.725,0.5375,0.1625,3.6570855,1.871067,0.72291225,1.2757275,6.0
8621,I,0.775,0.6,0.175,4.32329875,1.77184375,0.86465975,1.34660125,7.0
8622,M,1.3375,1.0375,0.3125,18.71067,9.62465525,3.6003865,4.9611625,9.0
8623,I,1.425,1.125,0.375,22.92057075,8.4198015,5.48562825,7.37087,10.0
8624,F,1.2625,1.0625,0.3125,23.88445375,11.43902325,4.80524025,6.9456275,9.0
8625,I,1.3125,1.0625,0.3875,22.8780465,10.98543125,4.77689075,6.23689,7.0
8626,F,1.375,1.1125,0.35,24.38057,11.8217415,4.52174525,6.9456275,9.0
8627,M,1.5625,1.225,0.4375,38.9805625,15.03940975,7.66853975,14.17475,23.0
8628,F,1.5375,1.1875,0.4375,38.782116,15.77649675,9.14271375,10.3475675,10.0
8629,F,1.375,1.0625,0.425,25.457851,11.43902325,5.5281525,6.066793,10.0
8630,M,1.4125,1.1,0.3875,24.38057,12.28950825,4.9044635,6.80388,9.0
8631,I,0.525,0.375,0.1125,1.09145575,0.33299425,0.226796,0.283495,4.0
8632,M,1.4,1.1,0.3625,26.80445225,12.65805175,5.82582225,7.087375,10.0
8633,M,1.1,0.8625,0.2875,10.19164525,4.7910655,2.48058125,3.8271825,10.0
8634,M,1.4125,1.125,0.4375,22.41027975,10.6310625,4.649318,6.3786375,9.0
8635,I,1.4375,1.125,0.325,24.84833675,12.927372,3.6570855,6.9456275,9.0
8636,M,1.45,1.0875,0.4125,24.11124975,9.42620875,4.932813,7.654365,11.0
8637,I,0.7875,0.575,0.1625,3.6003865,1.60174675,0.86465975,1.26155275,5.0
8638,I,0.7375,0.575,0.1875,3.6003865,1.474174,1.1056305,0.9922325,6.0
8639,I,1.325,1.0,0.3625,18.83824275,9.99319875,4.12485225,4.819415,8.0
8640,M,1.2625,1.0,0.3625,18.6823205,8.6465975,3.41611475,6.520385,10.0
8641,M,1.5,1.175,0.425,27.8675585,13.210867,5.216308,8.221355,10.0
8642,F,1.525,1.2125,0.4,32.545226,14.5432935,6.76135575,8.6465975,18.0
8643,M,1.0375,0.8375,0.2625,9.468733,2.721552,1.247378,3.118445,13.0
8644,I,1.0625,0.85,0.25,10.95708175,4.86193925,2.381358,2.87747425,8.0
8645,F,1.625,1.3125,0.475,39.405805,19.75319425,7.41339425,11.3398,11.0
8646,M,1.625,1.3125,0.3875,34.6147395,15.03940975,7.01650125,9.63883,9.0
8647,M,1.4875,1.175,0.375,27.51318975,12.26115875,6.59125875,8.40562675,10.0
8648,I,0.775,0.5625,0.2,4.09650275,1.91359125,1.09145575,1.417475,7.0
8649,M,1.25,1.0,0.3375,21.0069795,9.7238785,5.3580555,5.2446575,7.0
8650,I,1.1,0.875,0.275,10.319218,4.63514325,2.5231055,3.40194,8.0
8651,I,0.8125,0.625,0.2,4.66349275,1.65844575,0.94970825,1.190679,4.0
8652,M,1.4625,1.1125,0.425,27.20134525,12.303683,5.5281525,7.5126175,12.0
8653,I,1.1,0.8625,0.275,16.71203025,9.8372765,2.70737725,3.35941575,8.0
8654,I,1.125,0.8625,0.3375,14.7133905,6.973977,3.04757125,3.98310475,9.0
8655,I,0.9375,0.725,0.225,6.47786075,2.73572675,1.23320325,2.25378525,7.0
8656,F,1.15,0.875,0.2625,12.71475075,4.6776675,2.9766975,4.819415,10.0
8657,F,1.7,1.35,0.45,43.1762885,20.638436,11.15552825,12.2186345,11.0
8658,M,1.5,1.1875,0.475,33.29648775,19.0225145,6.690482,8.6465975,11.0
8659,I,1.2625,0.8875,0.3125,14.628342,6.5487345,3.231843,4.6776675,8.0
8660,M,1.45,1.2,0.375,30.34813975,10.5176645,7.7394135,8.788345,11.0
8661,I,0.5625,0.4,0.1125,1.31825175,0.7087375,0.4252425,0.4252425,3.0
8662,M,1.55,1.2375,0.3875,32.6869735,15.705623,8.15048125,9.07184,9.0
8663,I,0.95,0.7,0.2125,7.10154975,3.005047,1.51669825,2.19708625,6.0
8664,I,0.525,0.475,0.15,1.60174675,0.56699,0.3118445,0.3685435,5.0
8665,M,1.5625,1.2375,0.4125,31.08522675,14.968536,6.010094,8.788345,11.0
8666,M,1.3125,0.975,0.3875,20.638436,7.86698625,4.40834725,5.0178615,9.0
8667,M,1.525,1.2,0.4375,35.84794275,15.06775925,7.3992195,11.623295,10.0
8668,I,1.0375,0.8125,0.2875,10.4609655,4.6776675,2.0695135,2.83495,7.0
8669,I,1.0625,0.8125,0.2875,9.63883,4.0539785,2.83495,2.5231055,8.0
8670,I,1.1125,0.85,0.25,10.716111,4.0539785,1.8994165,2.9766975,7.0
8671,F,1.2625,0.9625,0.35,18.71067,8.63242275,4.57844425,5.386405,8.0
8672,I,1.1875,0.8875,0.3375,14.58581775,7.6827145,2.62232875,3.8271825,8.0
8673,M,1.4,1.1375,0.425,28.462898,10.9712565,6.76135575,8.50485,17.0
8674,I,0.7125,0.525,0.1875,3.40194,1.91359125,0.72291225,1.13398,8.0
8675,I,1.225,0.9875,0.3375,17.22232125,6.76135575,3.2601925,5.10291,11.0
8676,F,1.3375,1.0,0.35,20.11397025,9.695529,4.12485225,5.8116475,8.0
8677,M,1.625,1.25,0.425,39.76017375,12.643877,8.37727725,11.4815475,15.0
8678,M,1.125,0.8625,0.3625,15.49300175,5.443104,3.33106625,4.9611625,9.0
8679,I,1.0875,0.8625,0.3125,12.4454305,4.7910655,3.01922175,3.8271825,9.0
8680,M,1.6125,1.25,0.4,37.1094955,20.70930975,7.6260155,9.02931575,9.0
8681,I,1.225,0.95,0.3,13.154168,5.88252125,2.778251,4.26659975,8.0
8682,M,1.4,1.0875,0.35,24.96173475,9.468733,4.706017,6.9456275,11.0
8683,I,0.9875,0.7375,0.3125,8.901743,3.742134,1.871067,2.551455,7.0
8684,F,1.625,1.3,0.4875,47.10269425,19.050864,8.164656,13.324265,10.0
8685,I,1.25,0.9,0.2875,14.69921575,7.030676,2.96252275,3.96893,8.0
8686,I,0.925,0.6875,0.225,6.59125875,2.84912475,1.6726205,2.1262125,6.0
8687,M,0.875,0.6875,0.2125,5.443104,2.14038725,1.45999925,1.984465,10.0
8688,M,1.4875,1.1625,0.35,26.3366855,11.75086775,5.71242425,6.6621325,8.0
8689,I,0.5,0.375,0.1375,0.55281525,0.35436875,0.21262125,0.29766975,4.0
8690,F,1.575,1.225,0.425,33.622507,13.25339125,7.711064,8.0796075,11.0
8691,I,0.575,0.425,0.1375,1.57339725,0.5386405,0.3685435,0.453592,5.0
8692,M,1.2,0.925,0.3125,14.004653,5.9817445,3.5436875,4.252425,9.0
8693,I,0.925,0.7,0.2125,6.53455975,2.67902775,1.31825175,1.984465,7.0
8694,M,1.0125,0.775,0.225,8.17883075,3.912231,1.80019325,2.36718325,7.0
8695,F,1.1125,0.8625,0.2875,12.34620725,4.1673765,2.36718325,3.5436875,13.0
8696,F,1.1875,0.8875,0.3125,13.19669225,5.443104,2.96252275,4.252425,9.0
8697,M,1.625,1.3125,0.45,41.23434775,16.839603,8.901743,11.7650425,11.0
8698,F,1.675,1.3125,0.4875,42.354153,17.81766075,9.015141,13.324265,13.0
8699,I,1.2625,1.025,0.35,17.7184375,7.087375,3.75630875,5.953395,9.0
8700,M,1.6625,1.3125,0.4875,39.7743485,17.78931125,8.57572375,11.1980525,13.0
8701,F,1.425,1.1,0.3875,25.52872475,10.78698475,6.4353365,7.7961125,13.0
8702,I,1.1875,0.95,0.3,13.8062065,5.57067675,3.231843,4.6776675,7.0
8703,I,1.3375,1.05,0.375,23.71435675,10.5176645,5.0745605,6.80388,9.0
8704,I,1.175,0.9375,0.2875,13.154168,6.0951425,3.13261975,3.75630875,7.0
8705,I,1.0375,0.8125,0.2625,8.618248,3.061746,1.984465,2.948348,8.0
8706,F,1.55,1.2125,0.45,33.40988575,15.025235,6.44951125,9.2135875,9.0
8707,M,1.25,0.9625,0.3,19.6462035,9.3269855,3.515338,4.819415,9.0
8708,F,1.675,1.2875,0.5,43.30386125,19.40523275,10.432616,11.66581925,11.0
8709,M,1.425,1.1125,0.3875,24.93338525,10.6877615,5.0745605,8.0796075,8.0
8710,I,0.525,0.375,0.1375,1.45999925,0.5386405,0.18427175,0.3685435,5.0
8711,M,1.2,0.9625,0.3375,15.5071765,6.0951425,2.87747425,4.819415,15.0
8712,M,1.4625,1.1,0.4125,26.26581175,11.509897,5.386405,7.41339425,8.0
8713,I,0.625,0.4,0.125,2.08368825,0.89300925,0.56699,0.60951425,4.0
8714,M,1.2625,0.975,0.3125,17.7184375,8.32057825,3.27436725,4.53592,8.0
8715,I,1.3875,1.0625,0.35,23.85610425,9.6671795,4.57844425,6.6621325,11.0
8716,F,1.6125,1.2875,0.4625,43.4450365,19.5895045,8.57572375,11.1980525,11.0
8717,M,1.625,1.275,0.4875,38.22930075,14.798439,9.53960675,12.757275,15.0
8718,I,1.175,0.875,0.2625,11.94931425,5.74077375,2.551455,3.628736,9.0
8719,M,1.375,1.0625,0.325,22.41027975,8.7032965,4.32329875,7.7961125,15.0
8720,M,1.25,0.95,0.3125,16.4143605,6.7755305,3.4869885,4.9611625,8.0
8721,I,1.0125,0.775,0.25,8.17883075,3.55786225,1.85689225,2.664853,7.0
8722,I,1.425,1.05,0.3625,20.96445525,10.61688775,4.8477645,5.953395,8.0
8723,M,1.625,1.2875,0.45,37.364641,15.97494325,8.5898985,9.4970825,10.0
8724,F,1.3625,1.025,0.45,21.55979475,7.6260155,4.57844425,7.654365,12.0
8725,F,1.325,1.05,0.3375,19.447757,8.68912175,3.912231,5.8116475,10.0
8726,M,1.5,1.175,0.375,28.76056775,12.94154675,6.3219385,7.654365,8.0
8727,F,1.425,1.1,0.3875,29.9654215,12.8423235,5.5848515,7.7961125,12.0
8728,M,1.3625,1.025,0.4,26.63435525,8.3631025,5.14543425,7.654365,11.0
8729,M,1.575,1.2,0.4375,31.808139,14.01882775,7.200773,8.788345,10.0
8730,M,1.575,1.225,0.375,32.772022,15.52135125,8.00873375,8.221355,11.0
8731,M,1.45,1.15,0.4625,33.46658475,13.62193475,5.88252125,9.3269855,20.0
8732,I,0.7875,0.575,0.225,4.77689075,1.71514475,1.190679,1.2757275,7.0
8733,M,1.55,1.2125,0.425,38.56172725,16.726205,7.35669525,12.0485375,17.0
8734,I,0.9125,0.65,0.2125,6.27941425,2.7499015,1.37495075,1.5592225,5.0
8735,M,1.575,1.225,0.3875,32.16250775,13.664459,6.98815175,8.6465975,12.0
8736,M,1.625,1.2625,0.425,38.838815,18.63979625,8.334753,11.4815475,11.0
8737,M,1.3625,1.0125,0.3375,20.41164,7.711064,4.819415,6.0951425,11.0
8738,I,0.975,0.725,0.225,7.9095105,3.55786225,1.48834875,2.2963095,8.0
8739,M,0.925,0.7,0.225,6.30776375,2.721552,1.6159215,2.26796,7.0
8740,M,1.45,1.0375,0.4125,26.01066625,12.34620725,5.42892925,7.087375,10.0
8741,M,1.4625,1.1625,0.375,26.80445225,10.02154825,6.08096775,7.83863675,11.0
8742,M,1.5125,1.2,0.375,28.81726675,13.31009025,6.5487345,8.3631025,9.0
8743,F,1.5625,1.2375,0.4375,32.07745925,14.2597985,6.39281225,9.4970825,15.0
8744,M,1.0375,0.8125,0.225,10.53183925,4.46504625,2.25378525,2.9766975,7.0
8745,I,0.9,0.7,0.225,6.84640425,2.59397925,1.6159215,2.551455,6.0
8746,M,1.6625,1.35,0.4875,42.354153,14.911837,8.391452,13.1825175,17.0
8747,I,0.95,0.7125,0.2375,6.81805475,2.891649,1.474174,1.984465,7.0
8748,F,1.0875,0.85,0.2875,11.09882925,4.706017,2.65067825,3.8271825,10.0
8749,I,0.6375,0.4625,0.175,2.2396105,0.9355335,0.52446575,0.7087375,6.0
8750,I,1.475,1.125,0.3625,24.834162,10.942907,5.11708475,6.6621325,11.0
8751,M,0.8625,0.6375,0.25,6.90310325,2.6932025,1.48834875,1.7860185,6.0
8752,M,1.525,1.175,0.4,31.22697425,14.75591475,6.44951125,7.2291225,10.0
8753,F,1.375,1.0875,0.35,21.55979475,9.525432,4.63514325,5.5281525,11.0
8754,M,0.7,0.5125,0.2125,3.81300775,1.871067,0.60951425,0.850485,6.0
8755,I,1.25,0.95,0.3125,16.839603,7.3992195,2.891649,4.8477645,8.0
8756,M,1.2125,0.95,0.35,17.95940825,6.76135575,4.06815325,6.6621325,13.0
